house_type,num_bedrooms,floor_area_sqft,num_floors,num_occupants,num_adults,num_children,climate_zone,city_tier,insulation_quality,window_type,roof_type,has_ac,num_ac_units,ac_star_rating,ac_usage_hrs_per_day,num_ceiling_fans,num_led_bulbs,num_cfl_bulbs,num_incandescent_bulbs,avg_lighting_hrs_per_day,water_heater_type,water_heater_capacity_L,water_heater_usage_hrs_per_day,has_refrigerator,fridge_capacity_L,fridge_star_rating,has_microwave,has_electric_stove,has_dishwasher,dishwasher_cycles_per_week,has_washing_machine,washing_machine_type,washing_cycles_per_week,has_dryer,num_tvs,tv_screen_size_inch,tv_usage_hrs_per_day,num_computers,computer_usage_hrs_per_day,has_solar_panels,solar_capacity_kWp,has_battery_storage,battery_capacity_kWh,daily_energy_consumption_kWh,monthly_energy_consumption_kWh,estimated_peak_load_kW
Independent House,3,1350,1,1,1,0,Temperate,Tier 3,Average,Double Pane,Flat RCC,1,1,4,16.3,2,14,8,3,9.2,Solar + Backup,10,1.4,1,165,4,0,0,0,0,0,None,0,0,1,43,9,2,11.1,0,0,0,0,31.22,936.6,3.9
Apartment,1,564,1,2,2,0,Hot & Dry,Tier 2,Average,Single Pane,Flat RCC,0,0,0,0,6,16,2,3,10.3,None,0,0,1,190,3,1,1,0,0,1,Top Load,4,0,1,50,8.9,2,2.9,0,0,0,0,19.36,580.7,2.42
Villa,2,791,1,3,1,2,Composite,Tier 1,Average,Double Pane,Green Roof,0,0,0,0,7,6,2,3,4.7,Electric Geyser,25,1.3,1,280,3,1,0,0,0,0,None,0,1,1,65,6.4,2,6.1,0,0,0,0,13.78,413.3,1.72
Independent House,2,749,1,2,2,0,Hot & Humid,Tier 2,Average,Single Pane,Flat RCC,0,0,0,0,2,20,1,2,10.6,Electric Geyser,10,0.6,1,280,4,1,0,0,0,1,Top Load,5,0,1,55,9.3,0,0,1,10,0,0,0,0,1.78
Apartment,2,630,1,2,2,0,Composite,Tier 1,Good,Double Pane,Flat RCC,0,0,0,0,3,21,6,3,3.5,Solar + Backup,25,0.6,1,165,3,1,1,0,0,1,Top Load,7,0,2,75,8.8,3,6.4,0,0,0,0,12.08,362.5,1.51
Row House,3,1454,2,3,1,2,Cold,Tier 1,Good,Single Pane,Insulated RCC,0,0,0,0,2,17,9,3,3.1,Electric Geyser,25,1.5,1,400,5,1,0,0,0,1,Front Load,9,0,2,43,9.7,0,0,0,0,0,0,11.29,338.7,1.41
Villa,3,1053,1,2,2,0,Temperate,Tier 2,Average,Triple Pane,Flat RCC,1,2,5,12.5,7,15,9,3,4.4,Solar + Backup,10,2.9,1,165,4,1,1,0,0,0,None,0,0,1,50,8.8,1,3.7,0,0,0,0,40.04,1201.2,5.01
Row House,3,1412,2,2,2,0,Hot & Humid,Tier 1,Average,Single Pane,Flat RCC,1,2,4,10.8,4,17,3,1,11.8,Solar + Backup,25,2.7,1,500,3,0,1,0,0,1,Top Load,2,0,1,43,8.6,3,10.7,0,0,0,0,59.92,1797.7,7.49
Independent House,3,1205,3,3,3,0,Composite,Tier 1,Average,Single Pane,Sloped Tiled,0,0,0,0,3,21,0,3,7.7,Electric Geyser,35,1.8,1,340,4,1,0,0,0,1,Front Load,3,1,2,65,5.8,1,7.5,0,0,0,0,16.36,490.7,2.04
Independent House,4,1051,1,2,2,0,Hot & Humid,Tier 1,Good,Double Pane,Sloped Tiled,1,2,4,7.9,7,23,5,0,3.4,None,0,0,1,190,1,1,0,0,0,1,Top Load,9,0,1,50,3.7,0,0,0,0,0,0,31.39,941.8,3.92
Independent House,3,1200,1,5,3,2,Hot & Dry,Tier 1,Average,Single Pane,Sloped Tiled,1,2,5,16.5,0,5,4,3,12,Electric Geyser,35,0.5,1,280,1,1,1,0,0,1,Top Load,3,0,0,0,0,1,2,0,0,0,0,61.28,1838.5,7.66
Row House,5,1891,1,5,2,3,Temperate,Tier 1,Average,Double Pane,Flat RCC,0,0,0,0,7,10,1,3,9.7,Solar + Backup,35,1,1,400,1,1,1,0,0,0,None,0,0,2,43,7.8,2,8.3,1,3,1,7.5,5.59,167.6,2.39
Villa,1,497,2,4,1,3,Temperate,Tier 3,Average,Double Pane,Insulated RCC,1,2,3,9.8,7,18,5,2,10.5,Electric Geyser,25,0.6,1,235,3,0,0,0,0,1,Semi-Automatic,5,0,1,75,4.3,0,0,0,0,0,0,40.08,1202.3,5.01
Apartment,2,906,2,2,2,0,Hot & Humid,Tier 1,Average,Single Pane,Flat RCC,1,2,4,5,6,13,0,3,4.9,Electric Geyser,25,2.4,1,165,2,0,0,0,0,0,None,0,0,1,50,4.7,1,7.1,0,0,0,0,31.35,940.5,3.92
Apartment,1,617,1,4,1,3,Cold,Tier 1,Average,Single Pane,Flat RCC,1,2,5,14,6,18,2,1,3.9,None,0,0,1,235,5,1,0,0,0,1,Front Load,5,0,3,75,7.5,1,9.4,0,0,0,0,46.7,1400.9,5.84
Apartment,3,687,1,4,2,2,Composite,Tier 1,Poor,Triple Pane,Flat RCC,1,3,1,13.8,6,20,3,4,7.6,Electric Geyser,15,2.7,1,280,3,1,0,0,0,1,Semi-Automatic,2,0,1,32,5.8,2,4.3,1,2,0,0,92.21,2766.2,12.65
Villa,4,1397,2,4,1,3,Hot & Dry,Tier 3,Average,Single Pane,Insulated RCC,0,0,0,0,4,14,2,3,9.9,Electric Geyser,10,2.1,1,165,4,1,0,0,0,0,None,0,0,3,40,2.7,1,4,0,0,0,0,18.73,561.9,2.34
Row House,2,696,1,2,2,0,Composite,Tier 2,Poor,Single Pane,Sloped Tiled,1,1,2,11.1,4,5,5,3,8.7,Electric Geyser,35,1.1,1,280,2,1,1,0,0,1,Top Load,4,1,1,65,3.1,2,9,0,0,0,0,41.77,1253,5.22
Apartment,4,1541,1,4,3,1,Composite,Tier 2,Average,Double Pane,Insulated RCC,1,1,4,10.1,7,24,3,3,8.7,Electric Geyser,25,0.9,1,165,3,1,1,0,0,1,Front Load,5,0,2,50,8,1,7.2,0,0,0,0,33.23,996.9,4.15
Independent House,1,357,2,4,3,1,Composite,Tier 3,Poor,Single Pane,Sloped Tiled,1,2,4,12.3,5,21,0,2,9.8,Electric Geyser,35,2.1,1,400,3,0,0,0,0,1,Top Load,9,0,1,75,4.6,2,4.3,0,0,0,0,59.82,1794.6,7.48
Apartment,4,1148,2,3,3,0,Composite,Tier 2,Average,Double Pane,Flat RCC,0,0,0,0,3,7,4,4,5,Electric Geyser,50,2.8,1,280,4,1,1,0,0,1,Top Load,5,0,1,50,6.1,1,6.8,0,0,0,0,18.01,540.2,2.25
Row House,2,600,2,4,3,1,Composite,Tier 1,Average,Single Pane,Flat RCC,1,1,2,17.2,6,12,4,2,9,None,0,0,1,500,3,1,0,0,0,1,Top Load,3,1,2,50,8.1,2,6.6,0,0,0,0,43.8,1314,5.48
Villa,1,300,2,3,3,0,Hot & Humid,Tier 1,Good,Double Pane,Sloped Tiled,1,3,4,12.2,3,20,8,2,6.5,Solar + Backup,35,1.4,1,235,3,1,0,1,10,1,Front Load,8,0,2,43,8,2,8.9,0,0,0,0,69.65,2089.4,8.71
Villa,3,1183,2,3,2,1,Temperate,Tier 2,Good,Single Pane,Flat RCC,1,1,2,8.4,7,20,7,2,3.6,Electric Geyser,15,2,1,190,3,0,0,0,0,1,Front Load,3,1,1,65,3.3,0,0,1,5,1,10,0,0,2.66
Independent House,2,556,1,1,1,0,Composite,Tier 1,Good,Single Pane,Flat RCC,0,0,0,0,2,20,7,1,4.8,Heat Pump,15,1.3,1,400,4,1,0,1,11,1,Top Load,9,0,2,40,2.8,2,7.9,1,5,1,7.5,0,0,1.66
Independent House,2,776,2,4,2,2,Hot & Humid,Tier 2,Average,Double Pane,Insulated RCC,1,3,4,15.3,7,19,4,4,10.1,Electric Geyser,10,3,1,500,1,1,0,0,0,1,Front Load,8,0,1,65,6.7,2,8.1,0,0,0,0,105.37,3161.2,13.17
Apartment,2,1011,3,1,1,0,Temperate,Tier 1,Good,Single Pane,Insulated RCC,1,3,3,6.3,4,23,7,1,11.1,Electric Geyser,10,2.4,1,400,4,1,1,0,0,0,None,0,0,2,43,7.9,0,0,0,0,0,0,38.87,1166.2,4.86
Apartment,4,1197,2,3,1,2,Cold,Tier 2,Poor,Single Pane,Flat RCC,1,1,3,8.1,5,11,9,1,5.5,Electric Geyser,10,2,1,165,3,1,0,0,0,0,None,0,0,2,75,3.2,2,10.9,1,5,0,0,9.68,290.3,4.02
Villa,3,1381,1,2,2,0,Cold,Tier 1,Poor,Double Pane,Insulated RCC,1,1,5,13.5,2,18,6,4,4.7,Electric Geyser,25,1.6,1,235,4,0,1,1,7,1,Semi-Automatic,2,0,0,0,0,2,6.4,1,2,0,0,29.47,884,4.81
Villa,2,754,1,3,1,2,Hot & Dry,Tier 1,Poor,Double Pane,Sloped Tiled,1,2,2,8.4,0,4,0,1,3.2,None,0,0,1,280,3,1,0,0,0,1,Front Load,5,0,1,65,9,0,0,0,0,0,0,41.66,1249.9,5.21
Row House,3,1387,1,2,1,1,Hot & Humid,Tier 2,Poor,Single Pane,Flat RCC,1,1,3,15.1,4,22,6,4,11.5,Electric Geyser,35,1.4,1,235,3,1,0,0,0,1,Front Load,9,0,1,50,9.6,1,3,0,0,0,0,54.75,1642.6,6.84
Row House,3,925,1,4,3,1,Composite,Tier 3,Average,Single Pane,Flat RCC,1,2,4,5.8,6,18,7,3,9.2,Heat Pump,50,0.6,1,400,2,1,0,0,0,1,Semi-Automatic,6,0,3,40,5.6,3,5.4,1,3,0,0,20.31,609.2,4.23
Independent House,2,496,1,4,3,1,Hot & Humid,Tier 2,Average,Double Pane,Flat RCC,1,2,4,14.7,2,12,2,2,11.6,Electric Geyser,15,1.5,1,165,5,0,1,0,0,1,Semi-Automatic,4,1,1,32,2.6,2,2.7,0,0,0,0,66.12,1983.6,8.26
Villa,2,765,2,2,1,1,Cold,Tier 2,Poor,Single Pane,Flat RCC,1,1,5,5,4,8,8,1,10.8,Electric Geyser,15,2.8,0,0,0,1,0,1,13,1,Top Load,3,0,2,43,4.1,3,10,1,2,0,0,25.54,766.3,4.32
Row House,1,356,2,2,1,1,Hot & Humid,Tier 1,Excellent,Triple Pane,Flat RCC,0,0,0,0,3,19,7,4,6.1,Solar + Backup,15,2.1,1,500,5,1,1,0,0,1,Front Load,4,0,0,0,0,2,10.1,0,0,0,0,16.64,499.1,2.08
Villa,2,773,1,2,2,0,Hot & Dry,Tier 1,Good,Single Pane,Insulated RCC,1,3,4,16.6,7,16,1,0,4,Solar + Backup,10,0.7,1,280,3,0,1,0,0,1,Top Load,6,1,2,65,3.9,0,0,0,0,0,0,81,2429.9,10.12
Apartment,3,842,2,5,1,4,Hot & Dry,Tier 1,Excellent,Double Pane,Sloped Tiled,1,1,2,12.1,3,19,5,1,7.5,Electric Geyser,25,2.7,1,340,2,0,1,0,0,1,Top Load,2,0,2,50,6,0,0,0,0,0,0,34.55,1036.5,4.32
Independent House,2,904,1,3,3,0,Hot & Dry,Tier 1,Poor,Single Pane,Insulated RCC,1,1,1,8.9,2,14,3,1,3.2,Electric Geyser,35,1.2,1,400,3,1,0,1,8,1,Front Load,3,0,2,75,6.7,2,3.2,0,0,0,0,36.4,1092.1,4.55
Apartment,3,1130,1,3,1,2,Temperate,Tier 1,Good,Single Pane,Flat RCC,1,2,3,7.3,2,16,2,4,4.3,Electric Geyser,10,1.1,1,190,1,1,1,0,0,0,None,0,0,3,75,3,2,10.5,0,0,0,0,29.08,872.4,3.64
Row House,3,1108,1,2,2,0,Composite,Tier 1,Good,Single Pane,Flat RCC,1,4,2,12.6,7,9,5,0,5.1,None,0,0,1,190,5,0,0,0,0,0,None,0,1,1,50,9.1,1,10.8,1,2,1,7.5,68.81,2064.2,9.73
Independent House,1,546,1,4,3,1,Hot & Humid,Tier 3,Excellent,Single Pane,Insulated RCC,1,2,4,11.1,2,23,9,0,9,Electric Geyser,15,1.9,1,400,4,0,1,1,9,0,None,0,0,1,55,7,2,4.7,0,0,0,0,48.03,1441,6
Apartment,3,1202,1,5,3,2,Hot & Dry,Tier 1,Average,Single Pane,Sloped Tiled,0,0,0,0,5,20,8,3,7.6,Electric Geyser,25,1.9,1,340,4,0,0,0,0,0,None,0,0,3,55,6.8,2,8.2,0,0,0,0,22.07,662.1,2.76
Independent House,2,748,1,4,3,1,Composite,Tier 2,Good,Single Pane,Insulated RCC,1,2,1,17.8,6,8,1,1,5.7,None,0,0,1,165,4,0,0,0,0,0,None,0,0,1,32,9.9,2,4.6,0,0,0,0,60.66,1819.7,7.58
Independent House,5,1498,1,4,3,1,Hot & Humid,Tier 2,Poor,Double Pane,Flat RCC,0,0,0,0,0,20,9,2,8.1,Electric Geyser,15,2.3,1,235,3,1,0,0,0,1,Top Load,3,0,2,55,7,1,4.3,0,0,0,0,20.88,626.5,2.61
Apartment,3,989,2,1,1,0,Composite,Tier 2,Poor,Single Pane,Insulated RCC,1,3,2,10.2,7,4,9,1,4.1,Electric Geyser,10,1.3,1,235,5,0,0,0,0,1,Top Load,6,0,2,75,9.4,1,2.2,0,0,0,0,66.01,1980.2,8.25
Apartment,4,987,1,2,2,0,Composite,Tier 2,Poor,Triple Pane,Flat RCC,1,2,3,10.9,3,8,9,2,9.8,Electric Geyser,35,2.5,1,340,2,0,0,0,0,1,Front Load,8,0,2,65,4.3,3,7.8,1,7,1,10,27.35,820.5,7.36
Independent House,3,1040,2,1,1,0,Composite,Tier 1,Excellent,Single Pane,Flat RCC,1,2,4,13.6,3,8,4,2,9.4,Solar + Backup,15,0.9,1,500,4,1,1,0,0,1,Top Load,3,0,1,40,3.9,2,3.5,0,0,0,0,40.59,1217.6,5.07
Independent House,1,322,2,2,1,1,Cold,Tier 1,Poor,Double Pane,Sloped Tiled,1,2,3,5.4,6,10,5,4,4.9,Electric Geyser,25,2.5,1,340,3,0,1,0,0,1,Top Load,5,1,1,65,6.1,1,2.1,0,0,0,0,41.52,1245.6,5.19
Villa,3,859,2,2,2,0,Cold,Tier 2,Poor,Double Pane,Insulated RCC,0,0,0,0,2,19,3,1,8.5,Electric Geyser,10,2.2,1,280,5,1,0,0,0,0,None,0,0,2,32,6.1,2,3,1,2,0,0,7.14,214.3,2.02
Independent House,5,1740,3,2,2,0,Cold,Tier 3,Excellent,Triple Pane,Flat RCC,0,0,0,0,2,21,6,4,7.5,None,0,0,1,280,4,1,0,1,6,1,Top Load,8,0,1,65,3.8,1,5.1,0,0,0,0,11.03,331,1.38
Villa,3,758,1,3,3,0,Hot & Humid,Tier 1,Poor,Single Pane,Green Roof,1,3,3,5,3,9,1,3,3.5,Electric Geyser,25,1.7,1,190,5,1,0,0,0,1,Front Load,6,0,2,55,7.6,1,8.7,1,2,0,0,36.1,1083.1,5.64
Independent House,4,1721,1,5,1,4,Hot & Humid,Tier 1,Good,Double Pane,Sloped Tiled,1,4,4,6.7,6,5,6,2,5.5,Electric Geyser,25,2.2,1,165,3,1,0,0,0,1,Semi-Automatic,2,0,1,55,2.2,1,4,1,3,0,0,39.93,1197.8,6.68
Independent House,4,1810,2,4,1,3,Hot & Dry,Tier 3,Good,Single Pane,Flat RCC,0,0,0,0,3,16,1,0,12,Electric Geyser,15,0.7,0,0,0,1,1,0,0,1,Top Load,6,0,1,40,7.5,0,0,0,0,0,0,12.47,374,1.56
Villa,2,472,1,4,3,1,Temperate,Tier 1,Poor,Single Pane,Flat RCC,1,1,3,15,2,13,0,2,3.9,Solar + Backup,25,2.6,1,500,3,0,1,0,0,1,Semi-Automatic,5,0,1,65,5.7,2,4.9,0,0,0,0,36.87,1106,4.61
Independent House,2,969,2,4,1,3,Cold,Tier 2,Poor,Double Pane,Flat RCC,1,2,3,10.8,7,24,4,3,7.6,None,0,0,1,340,4,1,0,0,0,1,Front Load,8,0,3,40,7.5,2,5.3,1,2,1,5,47.83,1434.8,7.1
Apartment,3,1046,2,2,1,1,Temperate,Tier 2,Average,Single Pane,Flat RCC,1,3,4,8.7,4,23,1,2,10.6,Electric Geyser,50,0.9,1,190,4,1,0,0,0,1,Front Load,3,0,1,75,5.8,1,4.2,0,0,0,0,44.03,1320.8,5.5
Apartment,2,666,2,4,3,1,Hot & Humid,Tier 1,Excellent,Single Pane,Sloped Tiled,1,3,5,5.2,2,14,7,4,5.7,Electric Geyser,35,1.9,1,190,1,0,1,0,0,1,Front Load,9,0,1,32,9.8,2,4.5,0,0,0,0,34.09,1022.7,4.26
Villa,4,986,3,2,1,1,Cold,Tier 2,Good,Single Pane,Insulated RCC,1,1,2,11.7,7,24,7,1,5.3,Electric Geyser,50,2.3,1,280,3,1,1,0,0,0,None,0,0,3,43,4.7,2,2.7,0,0,0,0,34.42,1032.6,4.3
Independent House,4,1438,3,4,2,2,Hot & Dry,Tier 2,Average,Single Pane,Sloped Tiled,1,1,3,7.8,4,5,0,0,11,Electric Geyser,10,0.7,1,235,2,1,0,0,0,1,Semi-Automatic,7,1,2,65,9.9,1,4.9,0,0,0,0,29.69,890.7,3.71
Independent House,2,810,2,2,2,0,Hot & Humid,Tier 1,Average,Single Pane,Flat RCC,1,2,4,12.6,0,11,3,4,5.7,Solar + Backup,15,2.8,0,0,0,0,0,0,0,1,Top Load,6,0,3,75,2.5,2,10.6,1,3,0,0,38.72,1161.7,6.53
Apartment,2,930,1,6,2,4,Hot & Dry,Tier 2,Average,Double Pane,Flat RCC,0,0,0,0,6,22,8,1,8.9,Electric Geyser,10,2.9,1,165,2,1,0,0,0,1,Front Load,3,0,1,75,7.5,2,8.9,1,3,0,0,11.85,355.6,3.17
Apartment,3,697,2,2,1,1,Hot & Humid,Tier 3,Good,Single Pane,Green Roof,1,3,2,5.6,7,23,4,0,9.7,Electric Geyser,25,2,1,500,4,1,0,0,0,1,Front Load,3,0,2,65,5.6,2,10.8,1,2,1,10,42.76,1282.8,6.47
Apartment,2,555,1,2,1,1,Composite,Tier 2,Average,Double Pane,Flat RCC,1,2,4,7,0,20,9,3,10.1,Electric Geyser,15,1.7,1,190,2,1,0,0,0,0,None,0,0,1,40,8.6,2,3,1,10,0,0,0,0,4.09
Apartment,4,1360,1,5,3,2,Hot & Dry,Tier 1,Poor,Double Pane,Flat RCC,1,3,2,10.6,2,19,5,2,12,Electric Geyser,35,2.4,1,280,3,1,0,1,8,1,Top Load,2,0,2,55,8.3,1,6.6,0,0,0,0,92.34,2770.3,11.54
Independent House,2,736,2,1,1,0,Composite,Tier 2,Good,Double Pane,Sloped Tiled,1,2,3,17.6,6,13,2,0,10.2,Solar + Backup,35,1.3,1,280,5,1,1,0,0,0,None,0,0,2,32,8.4,1,4.3,0,0,0,0,59.26,1777.7,7.41
Apartment,3,962,1,4,3,1,Composite,Tier 2,Average,Double Pane,Insulated RCC,0,0,0,0,7,8,4,3,8.9,Electric Geyser,10,1.7,1,280,2,1,0,0,0,1,Front Load,7,1,1,43,2.8,2,9.2,0,0,0,0,22.4,671.9,2.8
Independent House,1,406,1,4,3,1,Temperate,Tier 3,Poor,Double Pane,Green Roof,0,0,0,0,2,17,0,1,11.1,None,0,0,1,500,1,0,1,0,0,1,Top Load,7,0,1,65,8.6,2,11.7,0,0,0,0,18.26,547.9,2.28
Row House,3,1365,1,4,3,1,Composite,Tier 2,Good,Single Pane,Green Roof,1,3,3,8.7,6,22,7,0,11.2,Electric Geyser,35,2.9,1,235,1,0,0,0,0,1,Front Load,8,0,2,32,3.7,1,10.2,1,2,1,2.5,44.97,1349,6.75
Apartment,3,1466,2,6,3,3,Hot & Dry,Tier 1,Average,Single Pane,Insulated RCC,1,1,2,17.9,6,7,5,3,11.8,None,0,0,1,190,3,1,0,0,0,1,Top Load,4,0,1,55,2.2,0,0,0,0,0,0,48.73,1461.9,6.09
Independent House,3,987,1,6,3,3,Temperate,Tier 2,Average,Triple Pane,Flat RCC,1,2,2,5.4,2,23,1,1,10,Electric Geyser,15,1.2,1,340,4,1,0,0,0,1,Top Load,6,0,2,43,3.7,2,5.2,1,5,1,7.5,6.48,194.5,3.62
Villa,2,924,2,1,1,0,Cold,Tier 2,Good,Triple Pane,Flat RCC,1,1,5,4.7,2,19,3,4,4.8,Heat Pump,50,1.1,1,340,3,1,0,0,0,1,Semi-Automatic,9,0,1,43,5.8,1,2.3,0,0,0,0,14.52,435.6,1.82
Apartment,3,1095,1,4,3,1,Hot & Humid,Tier 1,Average,Double Pane,Sloped Tiled,1,2,2,16,7,18,3,2,9.4,Electric Geyser,35,1.2,1,280,4,1,1,0,0,1,Top Load,2,0,3,75,7.9,1,2.4,1,1,0,0,78.31,2349.2,10.35
Independent House,4,1578,2,4,2,2,Composite,Tier 2,Good,Single Pane,Flat RCC,1,2,3,17,6,12,8,3,3.7,Solar + Backup,35,1.6,1,280,1,1,0,0,0,1,Top Load,4,0,1,40,3.7,1,2.8,0,0,0,0,54.13,1623.9,6.77
Villa,2,757,2,4,1,3,Hot & Dry,Tier 1,Good,Single Pane,Flat RCC,1,1,2,5.3,7,6,8,4,5.9,Electric Geyser,10,1.3,1,235,5,1,0,0,0,1,Front Load,2,0,1,50,2.9,1,4.8,0,0,0,0,22.98,689.4,2.87
Row House,1,390,1,2,2,0,Hot & Humid,Tier 2,Good,Single Pane,Flat RCC,1,4,4,5.6,6,12,4,1,4,Electric Geyser,10,1.4,0,0,0,0,1,0,0,1,Semi-Automatic,9,0,1,55,7.2,1,5,0,0,0,0,44.11,1323.2,5.51
Apartment,1,404,1,4,1,3,Composite,Tier 1,Good,Double Pane,Flat RCC,1,1,3,4.5,7,21,2,0,11.5,Solar + Backup,15,2.1,1,400,5,1,0,0,0,1,Front Load,6,0,1,50,9.9,2,6,0,0,0,0,23.27,698.1,2.91
Row House,3,1159,1,6,3,3,Temperate,Tier 2,Good,Double Pane,Sloped Tiled,1,3,3,5.5,2,7,0,2,6,Solar + Backup,10,2.4,1,190,5,1,0,0,0,1,Front Load,7,0,1,55,6.8,0,0,0,0,0,0,27.12,813.7,3.39
Independent House,3,1087,3,5,2,3,Hot & Humid,Tier 3,Average,Double Pane,Flat RCC,0,0,0,0,2,22,5,1,9.4,Solar + Backup,25,2.3,1,280,3,1,0,0,0,1,Semi-Automatic,5,0,1,32,7.5,3,9.7,1,3,1,5,6.32,189.5,2.48
Apartment,3,1186,2,3,2,1,Temperate,Tier 3,Poor,Double Pane,Flat RCC,1,1,5,17.6,3,7,7,3,8.1,Electric Geyser,15,2.5,1,280,3,1,0,1,5,1,Top Load,5,0,0,0,0,3,3.4,0,0,0,0,41.06,1231.8,5.13
Independent House,2,594,3,1,1,0,Temperate,Tier 3,Average,Single Pane,Insulated RCC,0,0,0,0,7,12,0,2,4,Electric Geyser,25,0.6,1,190,4,1,0,1,4,1,Top Load,5,0,2,75,8.3,3,3.6,0,0,0,0,10.56,316.7,1.32
Row House,2,1007,1,3,1,2,Cold,Tier 3,Good,Double Pane,Sloped Tiled,1,1,4,14.9,3,4,0,4,8.1,Solar + Backup,10,0.6,1,165,2,1,0,1,6,1,Front Load,2,0,0,0,0,2,8.3,0,0,0,0,31.22,936.5,3.9
Independent House,3,1060,2,4,3,1,Hot & Dry,Tier 1,Average,Single Pane,Insulated RCC,0,0,0,0,3,4,6,2,8.9,Electric Geyser,15,2.5,0,0,0,0,1,0,0,1,Semi-Automatic,6,0,2,75,6.4,2,7.7,0,0,0,0,19.56,586.9,2.45
Apartment,3,1178,2,4,1,3,Cold,Tier 2,Average,Double Pane,Flat RCC,1,2,5,11.5,5,23,6,4,10.9,Electric Geyser,35,1.8,1,400,2,0,1,0,0,1,Front Load,3,0,1,75,5.3,1,3.5,0,0,0,0,53.45,1603.6,6.68
Independent House,5,1858,2,3,2,1,Hot & Dry,Tier 2,Good,Single Pane,Flat RCC,1,4,3,15.2,6,22,1,1,3.6,Electric Geyser,50,1.9,1,340,3,0,0,0,0,1,Front Load,9,0,1,65,8.9,0,0,0,0,0,0,103.28,3098.3,12.91
Apartment,1,373,3,1,1,0,Composite,Tier 3,Poor,Single Pane,Flat RCC,1,1,5,12.3,4,6,2,0,5.7,Electric Geyser,35,0.6,1,280,3,1,0,0,0,0,None,0,0,1,65,9.8,0,0,0,0,0,0,26.1,782.9,3.26
Apartment,3,829,1,3,2,1,Hot & Humid,Tier 1,Good,Single Pane,Sloped Tiled,0,0,0,0,5,13,1,2,9.2,Electric Geyser,25,1.1,1,190,2,0,0,0,0,0,None,0,0,2,43,3,1,5.7,1,3,0,0,0.87,26,1.8
Apartment,2,902,1,3,2,1,Hot & Humid,Tier 3,Average,Triple Pane,Insulated RCC,0,0,0,0,6,15,5,0,3.3,Solar + Backup,35,2.1,1,340,1,1,0,0,0,1,Semi-Automatic,8,0,1,40,6.6,1,6.2,0,0,0,0,13.77,413.1,1.72
Apartment,2,535,2,5,2,3,Composite,Tier 2,Average,Double Pane,Flat RCC,1,3,5,11.5,0,21,7,0,4.8,None,0,0,1,500,4,1,0,0,0,1,Top Load,2,0,1,75,8.3,3,5.2,0,0,0,0,52.35,1570.4,6.54
Apartment,3,1137,2,4,3,1,Hot & Dry,Tier 3,Average,Single Pane,Insulated RCC,0,0,0,0,3,17,7,2,5,Electric Geyser,50,2.8,1,500,1,1,1,1,4,0,None,0,0,1,55,6.3,1,7.6,0,0,0,0,23.99,719.7,3
Apartment,3,1429,2,2,2,0,Hot & Dry,Tier 1,Poor,Double Pane,Sloped Tiled,1,2,2,17.7,4,13,0,2,9,None,0,0,1,235,5,1,1,1,3,0,None,0,0,1,40,5.3,1,5.9,0,0,0,0,87.78,2633.4,10.97
Independent House,5,2007,1,3,2,1,Hot & Humid,Tier 1,Average,Double Pane,Flat RCC,1,2,3,9.8,2,13,8,0,5.6,Solar + Backup,35,1.9,1,500,2,0,0,0,0,1,Front Load,6,0,1,55,7.2,2,4.6,1,10,0,0,2.26,67.9,5.91
Apartment,1,431,1,1,1,0,Composite,Tier 3,Average,Double Pane,Sloped Tiled,1,2,4,14.7,2,21,7,3,8.4,None,0,0,1,500,4,1,1,1,8,1,Front Load,8,1,0,0,0,1,11,0,0,0,0,58.9,1766.9,7.36
Apartment,1,428,1,6,1,5,Hot & Humid,Tier 1,Average,Single Pane,Sloped Tiled,1,4,3,5.4,7,4,8,3,11.7,Heat Pump,35,1.8,1,165,3,0,0,0,0,1,Top Load,8,0,1,43,4.8,3,5.1,0,0,0,0,60.36,1810.8,7.55
Villa,3,883,1,3,3,0,Temperate,Tier 3,Good,Single Pane,Flat RCC,1,3,4,14.9,6,18,8,2,10.1,Solar + Backup,15,1.8,1,280,1,1,0,0,0,1,Top Load,5,0,2,43,9.9,1,9,0,0,0,0,63.85,1915.4,7.98
Independent House,3,1309,2,3,2,1,Hot & Humid,Tier 1,Average,Single Pane,Flat RCC,0,0,0,0,5,11,5,0,6,Electric Geyser,35,2.8,1,165,3,0,0,0,0,1,Top Load,4,0,1,43,7.1,1,5.5,1,10,0,0,0,0,2.06
Independent House,2,578,2,3,1,2,Hot & Humid,Tier 2,Good,Single Pane,Insulated RCC,0,0,0,0,0,6,2,0,7.3,Electric Geyser,10,2.5,1,280,3,1,0,0,0,1,Front Load,5,0,1,43,9,3,6.4,0,0,0,0,15.46,463.7,1.93
Apartment,1,415,1,4,2,2,Hot & Dry,Tier 2,Good,Double Pane,Sloped Tiled,0,0,0,0,6,21,0,1,4.8,Electric Geyser,50,2.8,1,280,5,1,1,1,11,1,Top Load,4,0,1,75,8.5,2,4.4,0,0,0,0,22.1,662.9,2.76
Apartment,1,319,1,4,1,3,Composite,Tier 2,Poor,Single Pane,Flat RCC,0,0,0,0,3,12,7,0,3.1,None,0,0,0,0,0,1,0,0,0,1,Front Load,8,0,1,43,7.2,1,9.5,0,0,0,0,7.42,222.7,0.93
